"ID","challenges_other","challenges_coded","TTRAM_validation_1","TTRAM_validation_2"
19,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY   & IDENTIFICATION:  
Could profit from: 1) Stronger support from host institution and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards, in particular better support for CLARIN CMDI alignment. 

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between repository and designated community.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).
","Interoperability : Integration with DMP tools","Interoperability",
19,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY   & IDENTIFICATION:  
Could profit from: 1) Stronger support from host institution and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards, in particular better support for CLARIN CMDI alignment. 

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between repository and designated community.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).
","Metadata : better standarization of metadata schemas","Interoperability",
19,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY   & IDENTIFICATION:  
Could profit from: 1) Stronger support from host institution and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards, in particular better support for CLARIN CMDI alignment. 

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between repository and designated community.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).
","Metadata : PREMIS support","Preservation",
19,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY   & IDENTIFICATION:  
Could profit from: 1) Stronger support from host institution and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards, in particular better support for CLARIN CMDI alignment. 

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between repository and designated community.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).
","Metadata : richer metadata (for files)","Discovery & Identification",
19,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY   & IDENTIFICATION:  
Could profit from: 1) Stronger support from host institution and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards, in particular better support for CLARIN CMDI alignment. 

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between repository and designated community.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).
","PIDs : alignment  policies","Discovery & Identification",
19,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY   & IDENTIFICATION:  
Could profit from: 1) Stronger support from host institution and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards, in particular better support for CLARIN CMDI alignment. 

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between repository and designated community.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).
","PIDs : support in every concerned field in the repository software","Discovery & Identification",
19,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY   & IDENTIFICATION:  
Could profit from: 1) Stronger support from host institution and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards, in particular better support for CLARIN CMDI alignment. 

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between repository and designated community.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).
","Recognized guidelines and standards for preservation","Preservation",
19,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY   & IDENTIFICATION:  
Could profit from: 1) Stronger support from host institution and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards, in particular better support for CLARIN CMDI alignment. 

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between repository and designated community.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).
","Recognized guidelines for appraisal","Deposit & Appraisal",
19,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY   & IDENTIFICATION:  
Could profit from: 1) Stronger support from host institution and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards, in particular better support for CLARIN CMDI alignment. 

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between repository and designated community.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).
","Recognized guidelines for curation","Curation, Quality & Compliance",
19,"DEPOSIT & APPRAISAL: 
Could profit from: 1) Globally aligned and recognized frameworks, best practices and templates for appraisal, ideally as discipline and object-type specific as possible; 2) More automated and interactive deposit & appraisal mechanisms to ensure depositors are made aware of deposit requirements and recommendations.  

CURATION, QUALITY & COMPLIANCE: 
Jointly with Deposit & Appraisal enhancements, Curation activities could profit from: 1) More automated mechanisms; 2) Globally aligned and recognized frameworks, best practices and templates for curation, ideally as discipline and object-type specific as possible; 3) A curation management system which is integrated with the repository software and which allows the curator team to keep track of the curation status of dataset as well as smooth communication with depositors, keeping track of changes made to deposited dataset prior to publication.  

DISCOVERY   & IDENTIFICATION:  
Could profit from: 1) Stronger support from host institution and national stakeholders in the form of aligned PID strategies; 2) Separate DOIs at version-level in repository software; 3) More granular resourceTypes in the DataCite metadata schema to distinguish datasets from data files; 4) PID support in all relevant metadata fields in the repository software; 5) Stronger support for more granular metadata at file-level within a dataset, e.g., license / Terms of Use information; 6) Stronger support for making metadata harvestable/indexable as broadly as possible (including Google Scholar and commercial services researchers use) without compromising security or exposure to unwarranted bot requests.  

ACCESS: 
Could profit from: 1) Stronger support for accessing and using larger data, e.g., through other protocols than https, or through VREs; 2) Better integration with national file storage services; 3) Better aligned practical guidelines for handling levels of access in compliance with legal and ethical requirements and recommendations to help us prepare for support for data with privacy needs.  

INTEROPERABILITY: 
Could profit from: 1) Stronger support for connecting to external controlled vocabularies for all relevant metadata fields in repository software; 2) Stronger support for aligned metadata schemas based on domain or object-type specific standards, in particular better support for CLARIN CMDI alignment. 

PRESERVATION: 
Could profit from: 1) Globally aligned and recognized frameworks for long-term preservation and research data quality appraisal (FAIR + Time); a good start would be a globally aligned and recognized frameworks for a) TDR preservation plan; b) assessing file formats for long-term preservation including a global-community curated list where file formats are listed based on how well they are suitable for long-term preservation; 2) More automated long-term preservation mechanisms in or integrated with repository software; 3) Support for preservation metadata (e.g., PREMIS) in repository software.  

PROVENANCE & AUTHENTICITY: 
Could profit from: 1) More granular tracking of provenance information across the different repository activities/functions, starting at pre-deposit phase and up to possible deletion of data after retention period.  

USER SUPPORT: 
Could profit from: 1) More automated and interactive support making sure deponents are aware of and are pointed to relevant guidelines; 2) Stronger collaboration between repository and designated community.  

In addition to the repository activities and functions mentioned in the survey, we’d like to add the following one:

CONCEIVE, CREATE, COLLECT
Could profit from: 1) Capacity to provide machine-friendly information about repository characteristics including compliance with standards and recommendations to data management plan (DMP) tools or other tools and services used in the CONCEIVE, CREATE, COLLECT phase; 2) Capacity to expose machine-friendly deposit guidelines; 3) Integration with DMP tool(s).
","Semantic : vocabularies and thesauri","Interoperability",
